"PLAYERS","DFG","BOT                               GVR                               HSM                               JHN                               LGN                               LPT                               MAC                               SHF                               SRL                               UFA                               VPP                               ZSK","ANA                               BOS                               BUF                               CAR                               CBJ                               CGY                               CHI                               COL                               DAL                               DET                               EDM                               FLA                               LAK                               MIN                               MTL                               NJD                               NSH                               NYI                               NYR                               OTT                               PHI                               PIT                               SEA                               SJS                               STL                               TBL                               TOR                               UFA                               UTA                               VAN                               VGK                               WPG                               WSH","Age","Cap","GP","Pts","PPG"
"Luke Mittelstadt                                3","D","UFA","MTL","23","$0.0","0","0","0.0"
"Hayden Paupanekis                                3","F","UFA","MTL","19","$0.0","0","0","0.0"
"Bryce Pickford                                3","D","UFA","MTL","20","$0.0","0","0","0.0"
"Carey Price                                3","G","UFA","MTL","39","$1.7","0","0","0.0"
"Owen Protz                                3","D","UFA","MTL","20","$0.0","0","0","0.0"
"David Reinbacher                                A","D","JHN","MTL","21","$0.7","0","0","0.0"
"Vinzenz Rohrer                                3","F","UFA","MTL","22","$0.0","0","0","0.0"
"Joshua Roy                                3","F","UFA","MTL","23","$0.0","3","0","0.0"
"Logan Sawyer                                3","F","UFA","MTL","20","$0.0","0","0","0.0"
"Jack Smith                                3","F","UFA","MTL","24","$0.0","0","0","0.0"
"Daniil Sobolev                                3","D","UFA","MTL","23","$0.0","0","0","0.0"
"Tyler Thorpe                                3","F","UFA","MTL","21","$0.0","0","0","0.0"
"William Trudeau                                3","D","UFA","MTL","23","$0.0","0","0","0.0"
"Luke Tuch                                3","F","UFA","MTL","24","$0.0","0","0","0.0"
"Yevgeni Volokhin                                3","G","UFA","MTL","21","$0.0","0","0","0.0"
"Alexander Zharovsky                                3","F","UFA","MTL","19","$0.0","0","0","0.0"
"Magnus Chrona                                3","G","UFA","NSH","26","$0.0","0","0","0.0"
"Semyon Chystyakov                                3","D","UFA","NSH","25","$0.0","0","0","0.0"
"David Edstrom                                3","F","UFA","NSH","21","$0.0","0","0","0.0"
"Andreas Englund                                3","D","UFA","NSH","30","$0.0","3","0","0.0"
"Aiden Fink                                3","F","UFA","NSH","21","$0.0","0","0","0.0"
"Andrew Gibson                                3","D","UFA","NSH","21","$0.0","0","0","0.0"
"Hiroki Gojsic                                3","F","UFA","NSH","20","$0.0","0","0","0.0"
"Kevin Gravel                                3","D","UFA","NSH","34","$0.0","0","0","0.0"
"Viggo Gustafsson                                3","D","UFA","NSH","20","$0.0","0","0","0.0"
"Ethan Haider                                3","G","UFA","NSH","25","$0.0","0","0","0.0"
"Adam Ingram                                3","F","UFA","NSH","22","$0.0","0","0","0.0"
"Jack Ivankovic                                3","G","UFA","NSH","19","$0.0","0","0","0.0"
"Joakim Kemell                                A","F","LGN","NSH","22","$0.7","2","0","0.0"
"Kasper Kulonummi                                3","D","UFA","NSH","22","$0.0","0","0","0.0"
"Zachary L'Heureux                                3","F","UFA","NSH","23","$0.0","4","0","0.0"
"Ryker Lee                                A","F","JHN","NSH","19","$0.5","0","0","0.0"
"Kalan Lind                                3","F","UFA","NSH","21","$0.0","0","0","0.0"
"Jake Lucchini                                3","F","UFA","NSH","31","$0.0","0","0","0.0"
"Miguel Marques                                3","F","UFA","NSH","20","$0.0","0","0","0.0"
"Jack Matier                                3","D","UFA","NSH","23","$0.0","0","0","0.0"
"Michael Mccarron                                3","F","UFA","NSH","31","$0.0","0","0","0.0"
"Chase Mclane                                3","F","UFA","NSH","26","$0.0","0","0","0.0"
"Jakub Milota                                3","G","UFA","NSH","20","$0.0","0","0","0.0"
"Tanner Molendyk                                A","D","SRL","NSH","21","$0.5","0","0","0.0"
"Matt Murray                                3","G","UFA","NSH","28","$0.0","5","0","0.0"
"Navrin Mutter                                3","F","UFA","NSH","25","$0.0","0","0","0.0"
"Sutter Muzzatti                                3","F","UFA","NSH","23","$0.0","0","0","0.0"
"Felix Nilsson                                3","F","UFA","NSH","21","$0.0","0","0","0.0"
"Cole O'Hara                                3","F","UFA","NSH","24","$0.0","0","0","0.0"
"Jordan Oesterle                                3","D","UFA","NSH","34","$0.0","0","0","0.0"
"Erik Pahlsson                                3","F","UFA","NSH","22","$0.0","0","0","0.0"
"Cameron Reid                                3","D","UFA","NSH","19","$0.0","0","0","0.0"
"Austin Roest                                3","F","UFA","NSH","22","$0.0","0","0","0.0"
"Ryder Rolston                                3","F","UFA","NSH","24","$0.0","0","0","0.0"
"Jacob Rombach                                3","D","UFA","NSH","19","$0.0","0","0","0.0"
"Teddy Stiga                                A","F","VPP","NSH","20","$0.5","0","0","0.0"
"Ben Strinden                                3","F","UFA","NSH","24","$0.0","0","0","0.0"
"Egor Surin                                3","F","UFA","NSH","20","$0.0","0","0","0.0"
"Ryan Ufko                                3","D","UFA","NSH","23","$0.0","0","0","0.0"
"Konstantin Volkov                                3","G","UFA","NSH","28","$0.0","0","0","0.0"
"Isak Walther                                3","F","UFA","NSH","25","$0.0","0","0","0.0"
"Joey Willis                                3","F","UFA","NSH","21","$0.0","0","0","0.0"
"Calen Addison                                3","D","UFA","NJD","26","$0.0","0","0","0.0"
"Artem Barabosha                                3","D","UFA","NJD","22","$0.0","0","0","0.0"
"Thomas Bordeleau                                B","F","ZSK","NJD","24","$0.5","0","0","0.0"
"Tyler Brennan                                3","G","UFA","NJD","22","$0.0","0","0","0.0"
"Cole Brown                                3","F","UFA","NJD","21","$0.0","0","0","0.0"
"Seamus Casey                                3","D","UFA","NJD","22","$0.0","2","0","0.0"
"Chase Cheslock                                3","D","UFA","NJD","21","$0.0","0","0","0.0"
"Evgenii Dadonov                                3","F","UFA","NJD","37","$0.7","17","0","0.0"
"Mikael Diotte                                3","D","UFA","NJD","23","$0.0","0","0","0.0"
"Ethan Edwards                                3","D","UFA","NJD","24","$0.0","0","0","0.0"
"Josh Filmon                                3","F","UFA","NJD","22","$0.0","0","0","0.0"
"Conrad Fondrk                                3","F","UFA","NJD","19","$0.0","0","0","0.0"
"Arseniy Gritsyuk                                3","F","UFA","NJD","25","$0.0","0","0","0.0"
"Jonathan Gruden                                3","F","UFA","NJD","26","$0.0","0","0","0.0"
"Jeremy Hanzel                                3","D","UFA","NJD","23","$0.0","0","0","0.0"
"Mike Hardman                                3","F","UFA","NJD","27","$0.0","0","0","0.0"
"Viktor Hurtig                                3","D","UFA","NJD","24","$0.0","0","0","0.0"
"Daniil Karpovich                                3","D","UFA","NJD","21","$0.0","0","0","0.0"
"Ben Kevan                                3","F","UFA","NJD","19","$0.0","0","0","0.0"
"Shane Lachance                                3","F","UFA","NJD","23","$0.0","1","0","0.0"
"Charlie Leddy                                3","D","UFA","NJD","22","$0.0","0","0","0.0"
"Nathan Legare                                3","F","UFA","NJD","25","$0.0","1","0","0.0"
"Veeti Louhivaara                                3","G","UFA","NJD","20","$0.0","0","0","0.0"
"Kurtis Macdermid                                3","F","UFA","OTT","32","$0.0","0","0","0.0"
"Jakub Malek                                3","G","UFA","NJD","24","$0.0","0","0","0.0"
"Marc Mclaughlin                                3","F","UFA","NJD","27","$0.0","0","0","0.0"
"Matyas Melovsky                                3","F","UFA","NJD","22","$0.0","0","0","0.0"
"Mason Moe                                3","F","UFA","NJD","19","$0.0","0","0","0.0"
"Daniil Orlov                                3","D","UFA","NJD","22","$0.0","0","0","0.0"
"Xavier Parent                                3","F","UFA","NJD","25","$0.0","5","0","0.0"
"Kasper Pikkarainen                                3","F","UFA","NJD","20","$0.0","0","0","0.0"
"Nikita Popugaev                                3","F","UFA","NJD","27","$0.0","0","0","0.0"
"David Rozsival                                3","F","UFA","NJD","19","$0.0","0","0","0.0"
"Samu Salminen                                3","F","UFA","NJD","23","$0.0","0","0","0.0"
"Ryan Schmelzer                                3","F","UFA","NJD","33","$0.0","0","0","0.0"
"Anton Silayev                                A","D","GVR","NJD","20","$0.5","0","0","0.0"
"Cam Squires                                3","F","UFA","NJD","21","$0.0","0","0","0.0"
"Topias Vilen                                3","D","UFA","NJD","23","$0.0","0","0","0.0"
"Dylan Wendt                                3","F","UFA","NJD","25","$0.0","0","0","0.0"
"Mikhail Yegorov                                A","G","LPT","NJD","20","$0.5","0","0","0.0"
"Yegor Zaitsev                                3","D","UFA","NJD","28","$0.0","0","0","0.0"
"Kashawn Aitcheson                                3","D","UFA","NYI","19","$0.0","0","0","0.0"
"Ethan Bear                                3","D","UFA","NYI","29","$0.0","0","0","0.0"
"Adam Beckman                                3","F","UFA","NYI","25","$0.0","0","0","0.0"
"Kamil Bednarik                                3","F","UFA","NYI","20","$0.0","0","0","0.0"
"Tony Deangelo                                3","D","SHF","NYI","30","$1.0","0","0","0.0"
"Cole Eiserman                                A","F","LGN","NYI","20","$0.5","0","0","0.0"
"Victor Eklund                                A","F","LPT","NYI","19","$0.6","0","0","0.0"
"Pierre Engvall                                3","F","UFA","NYI","30","$0.0","0","0","0.0"
"Quinn Finley                                3","F","UFA","NYI","22","$0.0","0","0","0.0"
"Liam Foudy                                3","F","UFA","NYI","26","$0.0","0","0","0.0"
"Julien Gauthier                                3","F","UFA","NYI","28","$0.5","0","0","0.0"
"Marcus Gidlof                                3","G","UFA","NYI","20","$0.0","0","0","0.0"
"Dennis Good Bogg                                3","D","UFA","NYI","22","$0.0","0","0","0.0"
"Matthew Highmore                                3","F","UFA","NYI","30","$0.0","0","0","0.0"
"Marcus Hogberg                                3","G","UFA","NYI","31","$0.0","1","0","0.0"
"Ruslan Iskhakov                                3","F","UFA","NYI","26","$0.0","0","0","0.0"
"Alex Jefferies                                3","F","UFA","NYI","24","$0.0","0","0","0.0"
"Daylan Kuefler                                3","F","UFA","NYI","24","$0.0","0","0","0.0"
"Joey Larson                                3","F","UFA","NYI","25","$0.0","0","0","0.0"
"Sam Laurila                                3","D","UFA","NYI","20","$0.0","0","0","0.0"
"Tristan Lennox                                3","G","UFA","NYI","23","$0.0","0","0","0.0"
"Eetu Liukas                                3","F","UFA","NYI","23","$0.0","0","0","0.0"
"Tomas Machu                                3","D","UFA","NYI","23","$0.0","0","0","0.0"
"Kyle Maclean                                3","F","UFA","NYI","27","$0.0","0","0","0.0"
"Matthew Maggio                                3","F","UFA","NYI","23","$0.0","0","0","0.0"
"Cole Mcward                                3","D","UFA","NYI","25","$0.0","0","0","0.0"
"Danny Nelson                                3","F","UFA","NYI","21","$0.0","0","0","0.0"
"Jesse Nurmi                                3","F","UFA","NYI","21","$0.0","0","0","0.0"
"Calle Odelius                                3","D","UFA","NYI","22","$0.0","0","0","0.0"
"Tomas Poletin                                3","F","UFA","NYI","19","$0.0","0","0","0.0"
"Daniil Prokhorov                                3","F","UFA","NYI","19","$0.0","0","0","0.0"
"Jesse Pulkkinen                                3","D","UFA","NYI","21","$0.0","0","0","0.0"
"Luca Romano                                3","F","UFA","NYI","19","$0.0","0","0","0.0"
"Zachary Schulz                                3","D","UFA","NYI","21","$0.0","0","0","0.0"
"Camden Thiesing                                3","F","UFA","NYI","25","$0.0","0","0","0.0"
"Henrik Tikkanen                                3","G","UFA","NYI","25","$0.0","0","0","0.0"
"Semyon Varlamov                                3","G","UFA","NYI","38","$0.5","0","0","0.0"
"Xavier Veilleux                                3","D","UFA","NYI","20","$0.0","0","0","0.0"
"Gleb Veremyev                                3","F","UFA","NYI","23","$0.0","0","0","0.0"
"Nathan Aspinall                                3","F","UFA","NYR","20","$0.0","0","0","0.0"
"Sean Barnhill                                3","D","UFA","NYR","19","$0.0","0","0","0.0"
